ts,pan_cmd_deg,tilt_cmd_deg,mean_cx,mean_cy,err_x_px,err_y_px,W,H,n_dets
2025-09-30T03:44:10.467,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:10.601,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:10.905,83.273,17.900,1334.000,1011.500,-38.000,-39.500,2592,1944,1
2025-09-30T03:44:11.137,83.273,17.900,1334.000,1011.500,-38.000,-39.500,2592,1944,1
2025-09-30T03:44:11.427,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:11.669,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:11.956,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:12.180,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:12.519,83.273,17.900,1334.000,1011.500,-38.000,-39.500,2592,1944,1
2025-09-30T03:44:12.707,83.273,17.900,1334.000,1011.500,-38.000,-39.500,2592,1944,1
2025-09-30T03:44:13.163,83.273,17.900,1333.000,1011.500,-37.000,-39.500,2592,1944,1
2025-09-30T03:44:13.294,83.273,17.900,1333.000,1011.500,-37.000,-39.500,2592,1944,1
2025-09-30T03:44:13.662,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:13.833,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:14.119,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:14.353,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:14.650,83.273,17.900,1333.000,1011.000,-37.000,-39.000,2592,1944,1
2025-09-30T03:44:14.882,83.273,17.900,1333.000,1011.000,-37.000,-39.000,2592,1944,1
2025-09-30T03:44:15.159,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:15.397,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:15.787,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:15.932,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:16.301,83.273,17.900,1334.000,1011.500,-38.000,-39.500,2592,1944,1
2025-09-30T03:44:16.399,83.273,17.900,1334.000,1011.500,-38.000,-39.500,2592,1944,1
2025-09-30T03:44:16.756,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:16.943,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:17.225,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
2025-09-30T03:44:17.461,83.273,17.900,1333.500,1011.500,-37.500,-39.500,2592,1944,1
